codigo;data_publicacao;titulo;palavra;fonte;url;palavras;meio;data_investimento
2551696;28/05/2025 00:00;Petrobras inicia operações em nova unidade de hidrotratamento de diesel na Replan  ;ampliação;Valor Econômico;SP;ampliação;jornal;NA
2484467;01/01/2025 00:00;Fechamento de Carrefour do Center Norte é mostra do declínio dos hipermercados no Brasil;compra, empreendimento, expansão, investimentos;Folha de S. Paulo;https://www1.folha.uol.com.br/mercado/2025/01/fechamento-de-carrefour-do-center-norte-e-mostra-do-declinio-dos-hipermercados-no-brasil.shtml;compra, empreendimento, expansão, investimentos;Portais;02/01/2025 16:16
2484986;03/01/2025 00:00;Rhino levanta mais R$ 10 milhões: com a expansão, vem a exposição;ampliar, expansão;Pipeline Valor Online;https://pipelinevalor.globo.com/startups/noticia/rhino-levanta-mais-r-10-milhoes-com-a-expansao-vem-a-exposicao.ghtml;ampliar, expansão;Portais;03/01/2025 18:39
2487783;11/01/2025 00:00;"Roda-gigante de 38 metros opera em Ubatuba e leva até animais de estimação; veja como é";comprar, inaugura, inauguração, instalação;Estadão;https://www.estadao.com.br/sao-paulo/roda-gigante-de-38-metros-opera-em-ubatuba-e-leva-ate-animais-de-estimacao-veja-como-e/;comprar, inaugura, inauguração, instalação;Portais;13/01/2025 19:11
2487819;11/01/2025 00:00;O que comer no novo menu degustação do Maní?;inaugurou;Estadão;https://www.estadao.com.br/paladar/radar/o-que-comer-menu-mani/;inaugurou;Portais;13/01/2025 19:11
2488003;12/01/2025 00:00;Sesc Franca: grandes filas demonstram alta procura por ingressos;inaugura, inauguração;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2877498/franca-e-regiao/2025/01/sesc-franca-grandes-filas-demonstram-alta-procura-por-ingressos;inaugura, inauguração;Portais;13/01/2025 19:11
2488005;12/01/2025 00:00;Sesc Franca: grandes filas demonstram alta procura por ingressos;inaugura, inauguração;O Vale;https://sampi.net.br/ovale/noticias/2877498/franca-e-regiao/2025/01/sesc-franca-grandes-filas-demonstram-alta-procura-por-ingressos;inaugura, inauguração;Portais;13/01/2025 19:12
2488078;12/01/2025 00:00;Sesc SP tem 28 milhões de visitantes em 2024;abertura, inaugurou;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/monicabergamo/2025/01/sesc-sp-tem-28-milhoes-de-visitantes-em-2024.shtml;abertura, inaugurou;Portais;13/01/2025 19:12
2485967;06/01/2025 00:00;Investimentos em data centers devem chegar a quase US$ 2 bilhões até 2026;construção, expandir, investimento, investimentos;Estadão;https://www.estadao.com.br/economia/coluna-do-broad/investimentos-em-data-centers-devem-chegar-a-quase-us-2-bilhoes-ate-2026/;construção, expandir, investimento, investimentos;Portais;14/01/2025 15:28
2486169;07/01/2025 00:00;Decisão sobre investimentos em Gato do Mato deve ser tomada entre março e abril, diz presidente da Shell;investimentos;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/01/07/decisao-sobre-investimentos-em-gato-do-mato-deve-ser-tomada-entre-marco-e-abril-diz-presidente-da-shell.ghtml;investimentos;Portais;14/01/2025 15:31
2486555;08/01/2025 00:00;BNDES aprova R$ 1 bilhão para Raízen produzir etanol de 2ª geração;construção, expansão, financiamento, inovação, investimentos;Folha de S. Paulo;https://www1.folha.uol.com.br/mercado/2025/01/bndes-aprova-r-1-bilhao-para-raizen-produzir-etanol-de-2a-geracao.shtml;construção, expansão, financiamento, inovação, investimentos;Portais;14/01/2025 15:33
2486381;07/01/2025 00:00;Liebherr deve anunciar R$ 500 mi de investimento na região;construção, expansão, investimento;O Vale;https://sampi.net.br/ovale/noticias/2877282/cidades/2025/01/liebherr-deve-anunciar-r-500-mi-de-investimento-na-regiao;construção, expansão, investimento;Portais;14/01/2025 15:49
2486380;07/01/2025 00:00;Liebherr deve anunciar R$ 500 mi de investimento na região;construção, expansão, investimento;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2877282/vale-do-paraiba/2025/01/liebherr-deve-anunciar-r-500-mi-de-investimento-na-regiao;construção, expansão, investimento;Portais;14/01/2025 15:49
2486884;08/01/2025 00:00;Estética ?easy-chic? e foco em sustentabilidade na nova loja da Cia. Marítima na Oscar Freire;inaugura;Estadão;https://www.estadao.com.br/cultura/gilberto-amendola/estetica-easy-chic-e-foco-em-sustentabilidade-na-nova-loja-da-cia-maritima-na-oscar-freire/;inaugura;Portais;15/01/2025 15:40
2487039;09/01/2025 00:00;Fundo da Angra Partners investe R$ 20 milhões na Promip;expandir, inovação, investimento;Estadão;https://agro.estadao.com.br/sustentabilidade/fundo-da-angra-partners-investe-r-20-milhoes-na-promip;expandir, inovação, investimento;Portais;15/01/2025 15:52
2486682;08/01/2025 00:00;BNDES empresta R$ 1 bilhão para construção de planta de etanol de segunda geração da Raízen;ampliação;Estadão;https://agro.estadao.com.br/sustentabilidade/bndes-empresta-r-1-bilhao-para-construcao-de-planta-de-etanol-de-segunda-geracao-da-raizen;ampliação, construção, expansão, financiamento, inovação, investimento, investimentos;Portais;15/01/2025 15:55
2486826;08/01/2025 00:00;CPFL Paulista projeta R$ 10,2 bilhões em investimentos até 2029;ampliação, construção, expansão, investimentos, investir, concessão;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2877462/aracatuba/2025/01/cpfl-paulista-projeta-r-102-bilhoes-em-investimentos-ate-2029;ampliação, construção, expansão, investimentos, investir, concessão;Portais;15/01/2025 16:00
2486833;08/01/2025 00:00;CPFL Paulista projeta R$ 10,2 bilhões em investimentos até 2029;ampliação, construção, expansão, investimentos, investir, concessão;O Vale;https://sampi.net.br/ovale/noticias/2877462/aracatuba/2025/01/cpfl-paulista-projeta-r-102-bilhoes-em-investimentos-ate-2029;ampliação, construção, expansão, investimentos, investir, concessão;Portais;15/01/2025 16:00
2486897;08/01/2025 00:00;Patria Investimentos contrata Itaú BBA para vender térmica Marlim Azul;construção, empreendimento, expandir, expansão, investimentos;Estadão;https://www.estadao.com.br/economia/coluna-do-broad/patria-investimentos-contrata-itau-bba-para-vender-termica-marlim-azul/;construção, empreendimento, expandir, expansão, investimentos;Portais;15/01/2025 16:39
2486941;09/01/2025 00:00;Raízen obtém R$ 1 bi para etanol de 2ª geração;financiamento;Valor Econômico;https://valor.globo.com/impresso/noticia/2025/01/09/raizen-obtem-r-1-bi-para-etanol-de-2a-geracao.ghtml;financiamento;Portais;15/01/2025 16:40
2487027;09/01/2025 00:00;Fundo da Angra Partners investe R$ 20 milhões na Promip;expandir, inovação, investimento;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/fundo-da-angra-partners-investe-r-20-milh-es-na-promip-1.2026404;expandir, inovação, investimento;Portais;15/01/2025 16:40
2487062;09/01/2025 00:00;Equatorial investirá R$ 172 milhões para modernizar gestão da distribuição de energia;investimento, concessão;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/01/09/equatorial-investira-r-172-milhoes-para-modernizar-gestao-da-distribuicao-de-energia.ghtml;investimento, concessão;Portais;15/01/2025 16:43
2488524;13/01/2025 00:00;Santa Casa amplia capacidade de hemodiálise para atender região;ampliar, aquisição, expande, expansão, investimento;O Vale;https://sampi.net.br/ovale/noticias/2878351/aracatuba/2025/01/santa-casa-amplia-capacidade-de-hemodialise-para-atender-regiao;ampliar, aquisição, expande, expansão, investimento;Portais;15/01/2025 16:47
2488522;13/01/2025 00:00;Santa Casa amplia capacidade de hemodiálise para atender região;ampliar, aquisição, expande, expansão, investimento;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2878351/aracatuba/2025/01/santa-casa-amplia-capacidade-de-hemodialise-para-atender-regiao;ampliar, aquisição, expande, expansão, investimento;Portais;15/01/2025 16:47
2490280;16/01/2025 00:00;"Croissant & Cia inaugura em Bauru; veja cobertura e fotos";inaugurou;O Vale;https://sampi.net.br/ovale/noticias/2879043/checkin/2025/01/croissant-e-cia-inaugura-em-bauru-veja-cobertura-e-fotos;inaugurou;Portais;16/01/2025 18:33
2490279;16/01/2025 00:00;"Croissant & Cia inaugura em Bauru; veja cobertura e fotos";inaugurou;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2879043/checkin/2025/01/croissant-e-cia-inaugura-em-bauru-veja-cobertura-e-fotos;inaugurou;Portais;21/01/2025 11:03
2489825;15/01/2025 00:00;Agência da Caixa celebra mulher que fez banco abrir creches;inaugurou, abrir;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/painelsa/2025/01/agencia-da-caixa-celebra-mulher-que-fez-banco-abrir-creches.shtml;inaugurou, abrir;Portais;21/01/2025 11:14
2489431;15/01/2025 00:00;Nova fábrica de açúcar da Usina Caeté fica pronta em março;empreendimento, inaugura, inauguração, instalação, investimento, abrir;Jornal Cana;https://jornalcana.com.br/mercado/nova-fabrica-de-acucar-da-usina-caete-fica-pronta-em-marco/;empreendimento, inaugura, inauguração, instalação, investimento, abrir;Portais;21/01/2025 11:20
2489814;15/01/2025 00:00;Restaurante Z-Deli reabre com fila de espera, ambiente descolado e novos pratos;abertura, reforma;Estadão;https://www.estadao.com.br/paladar/por-ai/restaurante-z-deli-reabre-com-fila-de-espera-ambiente-descolado-e-novos-pratos/;abertura, reforma;Portais;21/01/2025 11:34
2488949;14/01/2025 00:00;Com novo aporte de R$ 10 milhões, Central da Visão amplia acesso a cirurgias;investimentos, abrir;Estadão;https://www.estadao.com.br/pme/blog-do-empreendedor/com-novo-aporte-de-r-10-milhoes-central-da-visao-amplia-acesso-a-cirurgias/;investimentos, abrir;Portais;21/01/2025 11:45
2491900;21/01/2025 00:00;Nova sala de espetáculos da cidade, a Estação CCR das Artes, será inaugurada no aniversário de SP;abertura;Estadão;https://www.estadao.com.br/cultura/gilberto-amendola/nova-sala-de-espetaculos-da-cidade-a-estacao-ccr-das-artes-sera-inaugurada-no-aniversario-de-sp/;abertura;Portais;22/01/2025 10:40
2491981;21/01/2025 00:00;Provedora Brasil TecPar recebe investimento de R$ 300 mi dos australianos da Macquarie Capital;expansão, investimento, investimentos;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/provedora-brasil-tecpar-recebe-investimento-de-r-300-mi-dos-australianos-da-macquarie-capital-1.2029448;expansão, investimento, investimentos;Portais;22/01/2025 10:55
2492238;22/01/2025 00:00;"Porto anuncia patrocínio à Ciclovia do Rio Pinheiros; iniciativa é parte de projeto de revitalização";concessão, revitalização;Estadão;https://www.estadao.com.br/cultura/gilberto-amendola/porto-anuncia-patrocinio-a-ciclovia-do-rio-pinheiros-iniciativa-e-parte-de-projeto-de-revitalizacao/;concessão, revitalização;Portais;22/01/2025 10:57
2491789;21/01/2025 00:00;"Aeroporto de Viracopos implementa embarque com biometria facial; entenda";expandir, instalar;Estadão;https://www.estadao.com.br/economia/aeroporto-de-viracopos-implementa-embarque-com-biometria-facial-nprei/;expandir, instalar;Portais;22/01/2025 11:01
2491508;20/01/2025 00:00;Mercadão de SP é reinaugurado após reforma, mas obras no local seguem até agosto;abertura, ampliação, construção, instalação, concessão, reforma;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/mercad-o-de-sp-e-reinaugurado-apos-reforma-mas-obras-no-local-seguem-ate-agosto-1.2029117;abertura, ampliação, construção, instalação, concessão, reforma;Portais;22/01/2025 11:26
2491174;19/01/2025 00:00;Mercadão de SP entrega 1ª fase de restauro, com um ano e meio de atraso;construção, instalação, investimento, concessão, reforma;Folha de S. Paulo;https://www1.folha.uol.com.br/cotidiano/2025/01/mercadao-de-sp-entrega-1a-fase-de-restauro-com-um-ano-e-meio-de-atraso.shtml;construção, instalação, investimento, concessão, reforma;Portais;22/01/2025 11:27
2489567;15/01/2025 00:00;Sumaré anuncia construção de complexo de datacenters com investimento de R$ 5 bilhões;construção;Todo Dia;https://tododia.com.br/cidades/sumare-anuncia-construcao-de-complexo-de-datacenters-com-investimento-de-r-5-bilhoes/;construção, construir, empreendimento, implantação, instalação, instalar, investimento;Portais;22/01/2025 11:36
2492355;22/01/2025 00:00;Irmãos Patrocínio abrirá loja no antigo Rafa's do Ângela Rosa;inaugurou;O Vale;https://sampi.net.br/ovale/noticias/2879917/franca-e-regiao/2025/01/irmaos-patrocinio-abrira-loja-no-antigo-rafas-do-angela-rosa;inaugurou;Portais;22/01/2025 15:56
2492361;22/01/2025 00:00;Irmãos Patrocínio abrirá loja no antigo Rafa's do Ângela Rosa;inaugurou;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2879917/franca-e-regiao/2025/01/irmaos-patrocinio-abrira-loja-no-antigo-rafas-do-angela-rosa;inaugurou;Portais;22/01/2025 15:56
2489175;15/01/2025 00:00;CPFL Santa Cruz investe R$ 1,8 bi nos próximos 5 anos;ampliação, expansão, investimento, investimentos, investir, concessão;Canal Energia;https://www.canalenergia.com.br/noticias/53300889/cpfl-santa-cruz-investe-r-18-bi-nos-proximos-5-anos;ampliação, expansão, investimento, investimentos, investir, concessão;Portais;22/01/2025 16:15
2490094;16/01/2025 00:00;"Patinetes elétricos da JET chegam em São Paulo; veja regiões";expansão;Estadão;https://mobilidade.estadao.com.br/mobilidade-para-que/patinetes-eletricos-da-jet-chegam-a-sao-paulo-veja-regioes/;expansão;Portais;22/01/2025 16:36
2489472;15/01/2025 00:00;A nova sede da XP;construção, investimentos;Pipeline Valor Online;https://pipelinevalor.globo.com/negocios/noticia/a-nova-sede-da-xp.ghtml;construção, investimentos;Portais;22/01/2025 16:48
2490155;16/01/2025 00:00;Delta Sucroenergia vai emitir R$ 200 milhões em debêntures;investir;Valor Econômico;https://valor.globo.com/financas/noticia/2025/01/16/delta-sucroenergia-vai-emitir-r-200-milhes-em-debntures.ghtml;investir;Portais;22/01/2025 16:59
2490529;17/01/2025 00:00;Braskem anuncia investimentos de R$ 614 mi em 7 projetos para expansão de capacidade;ampliação, investimento;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/01/17/braskem-anuncia-investimentos-de-r-614-mi-em-7-projetos-para-expansao-de-capacidade.ghtml;ampliação, investimento;Portais;22/01/2025 17:00
2490669;17/01/2025 00:00;Braskem investirá em ganho de produtividade e redução dos custos, diz presidente;investimentos;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/01/17/braskem-investira-em-ganho-de-produtividade-e-reducao-dos-custos-diz-presidente.ghtml;investimentos;Portais;22/01/2025 17:01
2490524;17/01/2025 00:00;Conheça o Fifty Fifty, novo bar comandado pelo casal Stephanie Marinkovic e Danilo Rodrigues;abertura, empreendimento, inaugura;Estadão;https://www.estadao.com.br/paladar/balcao-do-giba/conheca-o-fifty-fifty-novo-bar-comandado-pelo-casal-stephanie-marinkovic-e-danilo-rodrigues/;abertura, empreendimento, inaugura;Portais;22/01/2025 17:10
2490574;17/01/2025 00:00;Novo aeroporto em Rio Claro deve ocupar área em Piracicaba;construção;O Vale;https://sampi.net.br/ovale/noticias/2879157/cidade/2025/01/novo-aeroporto-em-rio-claro-deve-ocupar-area-em-piracicaba;construção;Portais;22/01/2025 17:22
2490608;17/01/2025 00:00;Google doa R$ 5 milhões para FGV treinar servidores públicos em IA;inovação, investimento;Folha de S. Paulo;https://www1.folha.uol.com.br/mercado/2025/01/google-doa-r-5-milhoes-para-fgv-treinar-servidores-publicos-em-ia.shtml;inovação, investimento;Portais;22/01/2025 17:23
2490609;17/01/2025 00:00;BNDES aprova financiamento para grupo de farmacêuticas nacionais;ampliar, desenvolver, expansão, financiamento, inovação, instalar;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/painelsa/2025/01/bndes-aprova-financiamento-para-grupo-de-farmaceuticas-nacionais.shtml;ampliar, desenvolver, expansão, financiamento, inovação, instalar;Portais;22/01/2025 17:42
2490919;18/01/2025 00:00;Charge;inaugura, concessão;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2879353/charges/2025/01/charge;inaugura, concessão;Portais;22/01/2025 17:48
2491011;18/01/2025 00:00;Tarcísio diz que trem para Cumbica deve ser inaugurado em março;implantação;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2879403/brasil-e-mundo/2025/01/tarcisio-diz-que-trem-para-cumbica-deve-ser-inaugurado-em-marco;implantação;Portais;22/01/2025 17:48
2491551;20/01/2025 00:00;Nova sala de concertos em São Paulo recebe R$ 15 milhões da CCR e será aberta no sábado;concessão;Valor Econômico;https://valor.globo.com/empresas/marketing/noticia/2025/01/20/nova-sala-de-concertos-em-sao-paulo-recebe-r-15-milhoes-da-ccr-e-sera-aberta-no-sabado.ghtml;concessão;Portais;22/01/2025 17:50
2491285;19/01/2025 00:00;Supermercado tem vagas de trabalho em São José e Taubaté;construção, inaugura, inauguração;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2879540/vale-do-paraiba/2025/01/supermercado-tem-vagas-de-trabalho-em-sao-jose-e-taubate;construção, inaugura, inauguração;Portais;22/01/2025 17:53
2491286;19/01/2025 00:00;Supermercado tem vagas de trabalho em São José e Taubaté;construção, inaugura, inauguração;O Vale;https://sampi.net.br/ovale/noticias/2879540/vale-do-paraiba/2025/01/supermercado-tem-vagas-de-trabalho-em-sao-jose-e-taubate;construção, inaugura, inauguração;Portais;22/01/2025 18:12
2491739;21/01/2025 00:00;Reinaugurado, mercado de SP tem reforma até agosto;concessão, reforma;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/reinaugurado-mercado-de-sp-tem-reforma-ate-agosto-1.2029303;concessão, reforma;Portais;22/01/2025 18:17
2491137;19/01/2025 00:00;W São Paulo inaugura com promissoras opções gastronômicas à Vila Olímpia;empreendimento;Estadão;https://www.estadao.com.br/paladar/na-mesa-com-fred/w-sao-paulo-inaugura-com-promissoras-opcoes-gastronomicas-a-vila-olimpia/;empreendimento;Portais;23/01/2025 08:25
2491477;20/01/2025 00:00;Novo shopping de Campinas oferece 133 vagas de trabalho em feirão do CPAT;abertura, empreendimento, inaugura, inauguração, instalar;Jornal de Campinas;https://jornaldecampinas.com.br/novo-shopping-de-campinas-oferece-133-vagas-de-trabalho-em-feirao-do-cpat/;abertura, empreendimento, inaugura, inauguração, instalar;Portais;23/01/2025 08:33
2492442;22/01/2025 00:00;Obras do Trem Intercidades devem começar em 2026, anuncia Estado;financiamento, implantação, investimento, investimentos, concessão;O Vale;https://sampi.net.br/ovale/noticias/2880020/campinas/2025/01/obras-do-trem-intercidades-devem-comecar-em-2026-anuncia-estado;financiamento, implantação, investimento, investimentos, concessão;Portais;23/01/2025 09:44
2492446;22/01/2025 00:00;Obras do Trem Intercidades devem começar em 2026, anuncia Estado;financiamento, implantação, investimento, investimentos, concessão;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2880020/campinas/2025/01/obras-do-trem-intercidades-devem-comecar-em-2026-anuncia-estado;financiamento, implantação, investimento, investimentos, concessão;Portais;23/01/2025 09:44
2491476;20/01/2025 00:00;Betty Prado inaugura nova casa de aluguel em sítio na Serra da Bocaina, em SP;empreendimento;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/monicabergamo/2025/01/betty-prado-inaugura-nova-casa-de-aluguel-em-sitio-na-serra-da-bocaina-em-sp.shtml;empreendimento;Portais;23/01/2025 09:04
2491494;20/01/2025 00:00;Warren Buffett investe em cosméticos no Brasil;desenvolver, investir;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/painelsa/2025/01/warren-buffet-investe-em-cosmeticos-no-brasil.shtml;desenvolver, investir;Portais;23/01/2025 09:05
2491787;21/01/2025 00:00;Em expansão, Universidade de Taubaté cria novos cursos na RMVale;ampliação, construção, inovação, investimento;O Vale;https://sampi.net.br/ovale/noticias/2879193/ovale-brandstudio/2025/01/em-expansao-universidade-de-taubate-cria-novos-cursos-na-rmvale;ampliação, construção, inovação, investimento;Portais;23/01/2025 09:14
2491796;21/01/2025 00:00;"Moto Morini chega ao Brasil com quatro lojas; saiba onde | Mobilidade Estadão | Mercado, MotoMotor";abertura, aquisição, investimento, investir;Estadão;https://mobilidade.estadao.com.br/meios-de-transporte/moto-morini-marca-italiana-chega-em-junho-ao-brasil-com-quatro-lojas-saiba-onde/;abertura, aquisição, investimento, investir;Portais;23/01/2025 09:18
2493754;25/01/2025 00:00;Unimed Jundiaí amplia laboratórios com unidade no Eloy Chaves;abertura, ampliar, inaugura, inauguração, inovação;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2880796/jundiai/2025/01/unimed-jundiai-amplia-laboratorios-com-unidade-no-eloy-chaves;abertura, ampliar, inaugura, inauguração, inovação;Portais;27/01/2025 11:44
2493702;25/01/2025 00:00;Pista expressa da Via Dutra será fechada em São José por 3 dias;ampliação;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2880773/vale-do-paraiba/2025/01/pista-expressa-da-via-dutra-sera-fechada-em-sao-jose-por-3-dias;ampliação;Portais;27/01/2025 16:24
2494356;27/01/2025 00:00;Natura forma parceria com a Ultragaz para abastecer frota com biometano;ampliação, compra, construção, implantação;Estadão;https://estradao.estadao.com.br/caminhoes/natura-forma-parceria-com-a-ultragaz-para-abastecer-frota-com-biometano/;ampliação, compra, construção, implantação;Portais;28/01/2025 14:14
2493483;24/01/2025 00:00;O que comer na confeitaria de Matheus Rosa, ex-participante do MasterChef Confeitaria?;inaugurou;Estadão;https://www.estadao.com.br/paladar/radar/loja-matheus-rosa-masterchef-confeitaria/;inaugurou;Portais;28/01/2025 14:16
2495155;29/01/2025 00:00;Passarelas de rodovias de Franca recebem readequações;ampliar, implantação, investimento, revitalização;O Vale;https://sampi.net.br/ovale/noticias/2881298/franca-e-regiao/2025/01/passarelas-de-rodovias-de-franca-recebem-readequacoes;ampliar, implantação, investimento, revitalização;Portais;29/01/2025 11:52
2496672;01/02/2025 00:00;Aeroporto de S.José é escolhido para vertiporto de 'carro voador';implantação, inovação;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2882189/vale-do-paraiba/2025/02/aeroporto-de-sjose-e-escolhido-para-vertiporto-de-carro-voador;implantação, inovação;Portais;03/02/2025 09:47
2497301;03/02/2025 00:00;Livraria feminista no centro de SP terá café do restaurante Cora;abertura, reforma, abrir;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/monicabergamo/2025/02/livraria-feminista-no-centro-de-sp-tera-cafe-do-restaurante-cora.shtml;abertura, reforma, abrir;Portais;03/02/2025 15:38
2498144;05/02/2025 00:00;Carrefour inaugura primeiro carregador de carro elétrico;expansão, inaugurou, instalação, instalar;Estadão;https://mobilidade.estadao.com.br/mobilidade-para-que/carrefour-inaugura-primeiro-carregador-de-carro-eletrico/;expansão, inaugurou, instalação, instalar;Portais;05/02/2025 12:47
2498095;05/02/2025 00:00;Com capital fechado, Arco Educação vai investir R$ 1,2 bilhão neste ano;investir;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/02/05/com-capital-fechado-arco-educacao-vai-investir-r-12-bilhao-neste-ano.ghtml;investir;Portais;05/02/2025 16:40
2498550;05/02/2025 20:10;"Sesc SP terá novas unidades na capital e no interior; veja onde";abertura;Estadão;https://www.estadao.com.br/sao-paulo/sesc-sp-tera-novas-unidades-na-capital-e-no-interior-veja-onde/;abertura, ampliação, ampliar, construção, expansão, inaugura, inauguração, instalação, reforma;Portais;06/02/2025 15:44
2498971;06/02/2025 00:00;"Restaurantes italianos novos em SP; saiba qual escolher";inaugurou, abrir;Estadão;https://www.estadao.com.br/web-stories/paladar/restaurantes-italianos-novos-sp/;inaugurou, abrir;Portais;07/02/2025 10:45
2499434;07/02/2025 00:00;Hospital Vila Nova Star terá setor pediátrico com suítes privativas;abertura, expansão, investimento;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/monicabergamo/2025/02/hospital-vila-nova-star-tera-setor-pediatrico-com-suites-privativas.shtml;abertura, expansão, investimento;Portais;07/02/2025 17:26
2492821;23/01/2025 00:00;HSV muda sistema e vai economizar 43% com gás encanado;instalação, investimento;O Vale;https://sampi.net.br/ovale/noticias/2880321/jundiai/2025/01/hsv-muda-sistema-e-vai-economizar-43-com-gas-encanado;instalação, investimento;Portais;10/02/2025 16:47
2492833;23/01/2025 00:00;HSV muda sistema e vai economizar 43% com gás encanado;instalação, investimento;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2880321/jundiai/2025/01/hsv-muda-sistema-e-vai-economizar-43-com-gas-encanado;instalação, investimento;Portais;10/02/2025 16:48
2492848;23/01/2025 00:00;Neonergia troca toneladas de lixo por descontos na conta de luz;investimento;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/painelsa/2025/01/neonergia-troca-toneladas-de-lixo-por-descontos-na-conta-de-luz.shtml;investimento;Portais;10/02/2025 16:55
2492997;23/01/2025 00:00;São Martinho capta US$ 165 mi para implementar primeira fábrica de biometano;construção, financiamento;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/s-o-martinho-capta-us-165-mi-para-implementar-primeira-fabrica-de-biometano-1.2030099;construção, financiamento;Portais;10/02/2025 17:08
2500330;10/02/2025 17:07;Nubank terá sala VIP no Aeroporto de Guarulhos para clientes de alta renda;ampliar;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/nubank-tera-sala-vip-no-aeroporto-de-guarulhos-para-clientes-de-alta-renda-1.2035156;ampliar, construiu, inaugura, inauguração;Portais;11/02/2025 09:21
2500488;11/02/2025 00:00;Paulo Kuczynski amplia galeria com nova sede e mostra de Eleonore Koch;abertura;Folha de S. Paulo;https://www1.folha.uol.com.br/colunas/plastico/2025/02/paulo-kuczynski-amplia-galeria-com-nova-sede-e-mostra-de-eleonore-koch.shtml;abertura, ampliação, inaugura;Portais;11/02/2025 09:34
2499663;08/02/2025 00:00;Show da banda Conexão 80 vai ser neste sábado;inaugura;O Vale;https://sampi.net.br/ovale/noticias/2883579/cultura/2025/02/show-da-banda-conexao-80-vai-ser-neste-sabado;inaugura, inauguração;Portais;11/02/2025 09:38
2493097;23/01/2025 00:00;Novo supermercado deve abrir 500 vagas de trabalho no Vale;construção;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2880457/vale-do-paraiba/2025/01/novo-supermercado-deve-abrir-500-vagas-de-trabalho-no-vale;construção, construir, empreendimento, inaugura, inauguração, instalação, investimento;Portais;11/02/2025 18:32
2492990;23/01/2025 00:00;"Fim de semana em SP tem Roupa Nova e peça com Maria Fernanda Cândido sobre Clarice; veja destaques";abre, inaugura, inauguração;Estadão;https://www.estadao.com.br/cultura/fim-de-semana-em-sp-tem-roupa-nova-e-peca-com-maria-fernanda-candido-sobre-clarice-veja/;abre, inaugura, inauguração;Portais;11/02/2025 18:46
2492889;23/01/2025 00:00;Usina Alcoeste aposta em tecnologia e anuncia implantação do S-PAA;implantação, inovação, investimento;Jornal Cana;https://jornalcana.com.br/mercado/usina-alcoeste-aposta-em-tecnologia-e-anuncia-implantacao-do-s-paa/;implantação, inovação, investimento;Portais;11/02/2025 18:55
2493250;24/01/2025 00:00;Complexo Cultural Júlio Prestes, em SP, terá nova sala de eventos;abertura, abre, ampliar, inaugura, inovação, revitalização;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/complexo-cultural-julio-prestes-em-sp-tera-nova-sala-de-eventos-1.2030190;abertura, abre, ampliar, inaugura, inovação, revitalização;Portais;11/02/2025 19:37
2493237;24/01/2025 00:00;São Martinho capta US$ 165 mi para implementar primeira fábrica de biometano;construção, financiamento;Estadão;https://agro.estadao.com.br/sustentabilidade/sao-martinho-capta-us-165-mi-para-implementar-primeira-fabrica-de-biometano;construção, financiamento;Portais;11/02/2025 19:38
